ticker,date,sma_20,bb_width,volume_ratio,volume_sma_20,rsi_14,macd_histogram,price_to_sma_50,volatility_20,trend_label
STK001,2021-02-23,149.5145,9.463071494,1.111510527,1224009.1,45.02901354,0.513122352,-0.024083091,0.014728476,Sideways
STK001,2021-02-24,148.958,10.63918161,1.309285119,1247233.3,41.69636493,0.093764514,-0.072333437,0.018043723,Sideways
STK001,2021-02-25,148.381,10.72061978,0.83488935,1241230.35,40.05130084,-0.126899062,-0.06806161,0.017988218,Uptrend
STK001,2021-02-26,148.0215,11.47158889,0.937037549,1218237.2,38.44996238,-0.209891791,-0.06379196,0.017289156,Uptrend
STK001,2021-03-01,147.519,11.46070192,0.937037549,1212797.25,40.57165542,-0.258563821,-0.065339793,0.016750605,Uptrend
STK001,2021-03-02,147.245,10.40636647,0.81915823,1190667.4,43.23094425,0.026932157,-0.035821939,0.018393425,Sideways
STK001,2021-03-03,147.077,10.55779961,0.815742712,1164325.45,43.46168509,0.085654031,-0.049255462,0.017595686,Sideways
STK001,2021-03-04,147.11,10.57392224,0.801164421,1160782.95,46.82681965,0.31996762,-0.030141164,0.018077171,Sideways
STK001,2021-03-05,147.0145,10.53998482,1.146360882,1183282.7,46.6095646,0.382653952,-0.038491865,0.018112959,Sideways
STK001,2021-03-08,146.8845,10.30459458,1.179399927,1198905.45,53.27545383,0.451033878,-0.03485375,0.01803337,Downtrend
STK001,2021-03-09,146.7525,10.43930931,1.063548378,1214366.95,44.41747573,0.369036521,-0.046387305,0.018050582,Downtrend
STK001,2021-03-10,146.412,10.0344216,1.065574539,1199225.35,42.82371295,0.255593351,-0.051729819,0.017293463,Downtrend
STK001,2021-03-11,146.24,9.94627251,1.234869376,1231149.65,42.3288749,0.254163857,-0.044194909,0.017104589,Sideways
STK001,2021-03-12,146.019,9.502069802,0.951461964,1221063.0,39.79466119,0.268831175,-0.042248537,0.016989653,Sideways
STK001,2021-03-15,145.664,10.2067833,1.22709123,1221077.1,34.10056657,0.029277281,-0.065984029,0.017895769,Sideways
STK001,2021-03-16,145.4245,11.26956199,0.892312624,1222342.9,45.10538642,-0.156738996,-0.068627646,0.017371234,Sideways
STK001,2021-03-17,145.044,12.04429998,1.137834938,1219583.75,43.43529412,-0.266543404,-0.067926473,0.016792313,Sideways
STK001,2021-03-18,144.938,11.81549099,0.824753755,1224113.25,54.24438523,0.044097337,-0.028920103,0.019176034,Downtrend
STK001,2021-03-19,144.816,11.33387953,0.826880838,1216189.75,56.75776863,0.312786127,-0.020319158,0.019130945,Sideways
STK001,2021-03-22,144.359,10.71064714,0.85723516,1222371.7,38.79093199,0.133863715,-0.053897812,0.020663149,Uptrend
STK001,2021-03-23,143.9155,9.57839213,1.057315259,1218778.4,42.8957529,0.052965853,-0.048606995,0.020684188,Uptrend
STK001,2021-03-24,143.8375,9.881699193,1.157045514,1206954.25,35.34923339,-0.008320758,-0.048806974,0.017263835,Uptrend
STK001,2021-03-25,143.7425,10.18940523,0.853850591,1206654.9,37.75971093,-0.025365759,-0.046365414,0.017248673,Uptrend
STK001,2021-03-26,143.795,10.18821197,1.030206701,1212009.2,45.03390507,0.197506833,-0.022265352,0.01808796,Uptrend
STK001,2021-03-29,143.993,10.46145487,1.185344665,1216126.45,53.61187036,0.499271189,-0.004107919,0.018425016,Sideways
STK001,2021-03-30,144.186,11.90884254,0.931589892,1224390.7,62.27524205,0.950950949,0.026075919,0.018301988,Downtrend
STK001,2021-03-31,144.587,14.25451714,1.037295456,1241279.9,63.45058626,1.321416239,0.039912967,0.018037148,Downtrend
STK001,2021-04-01,144.7045,14.83404605,1.19385874,1270628.55,57.68285187,1.312220907,0.021026006,0.018209057,Downtrend
STK001,2021-04-02,144.915,15.67653829,1.105980345,1273212.5,66.19621343,1.274427515,0.024418924,0.018046428,Downtrend
STK001,2021-04-05,144.8785,15.61728206,1.00990743,1266463.6,58.73549175,0.901250315,-0.005563235,0.019360499,Downtrend
STK001,2021-04-06,144.79,15.69812594,0.962497455,1262651.65,54.35274166,0.434925029,-0.024547856,0.019676111,Downtrend
STK001,2021-04-07,144.626,16.12310222,0.720674986,1243568.9,42.53547193,-0.036973286,-0.0397616,0.019995451,Sideways
STK001,2021-04-08,144.3095,16.99946488,0.781577067,1215035.65,38.390462,-0.459462937,-0.051649451,0.020122189,Downtrend
STK001,2021-04-09,144.1045,17.23685879,1.027244028,1219586.55,50.11479173,-0.544438952,-0.033977303,0.020576548,Downtrend
STK001,2021-04-12,144.137,17.15199715,0.831961737,1194350.6,50.87209302,-0.514280752,-0.027024801,0.019684765,Downtrend
STK001,2021-04-13,143.99,17.88871329,1.343022023,1221864.55,45.03860452,-0.744219301,-0.055243953,0.020877365,Sideways
STK001,2021-04-14,143.901,18.28776709,1.242722225,1228835.35,46.2678222,-0.787750557,-0.048015183,0.020934491,Sideways
STK001,2021-04-15,143.3765,19.87287291,0.83783158,1229877.25,36.94981777,-0.973934861,-0.068982358,0.01936854,Uptrend
STK001,2021-04-16,142.8845,20.56164841,0.874369732,1233522.8,35.35498707,-0.929312131,-0.056697633,0.019545392,Sideways
STK001,2021-04-19,142.7075,20.56164841,0.895558552,1236497.6,28.261563,-0.786193851,-0.04931756,0.017912661,Sideways
STK001,2021-04-20,142.428,21.98621042,0.751951988,1217854.35,22.22936075,-0.750424287,-0.059677386,0.01806917,Uptrend
STK001,2021-04-21,142.215,22.56619736,0.704668368,1189955.5,26.90859295,-0.612348566,-0.05130417,0.018173408,Uptrend
STK001,2021-04-22,142.2615,22.53621843,0.970741128,1196515.7,37.20588235,-0.140937686,-0.013948211,0.020241678,Uptrend
STK001,2021-04-23,141.9785,22.67747791,0.782673909,1180273.15,38.66136919,-0.025525312,-0.034873229,0.020089697,Uptrend
STK001,2021-04-26,141.446,22.67747791,0.903199335,1160609.8,39.12774513,-0.096479999,-0.051020465,0.01990869,Uptrend
STK001,2021-04-27,140.8645,21.00062545,0.930219578,1157410.6,48.11463047,0.093026843,-0.027226762,0.019509263,Sideways
STK001,2021-04-28,140.328,17.74568223,0.827623484,1140215.35,55.3460972,0.406283511,-0.006652585,0.019916225,Sideways
STK001,2021-04-29,140.059,15.80194205,0.893505175,1114142.4,55.46415981,0.757420557,0.011147075,0.020101152,Sideways
STK001,2021-04-30,139.7395,13.02188264,1.315621153,1117227.4,53.50695472,0.918161091,0.007960193,0.02007533,Sideways
STK001,2021-05-03,139.525,11.78006523,0.952871063,1105969.15,56.87323058,0.830983145,-0.00766982,0.019309864,Sideways
STK001,2021-05-04,139.454,11.48186231,0.762184039,1086614.2,55.5483871,0.739785887,-0.006987812,0.018795011,Sideways
STK001,2021-05-05,139.554,11.48186231,1.144639173,1105047.8,63.34147192,0.713619832,-0.000428928,0.018414262,Sideways
STK001,2021-05-06,139.554,12.09906756,0.977220938,1111893.9,61.51592823,0.680734189,0.000971395,0.018055285,Sideways
STK001,2021-05-07,139.828,12.25368757,0.788743896,1092331.75,58.95825637,0.592755095,-0.003092642,0.017711132,Sideways
STK001,2021-05-10,139.828,12.7451144,1.216668801,1110185.45,65.57917889,0.634964184,0.010239051,0.017917317,Downtrend
STK001,2021-05-11,140.139,12.55604296,1.04649084,1084902.95,57.92891319,0.445597152,-0.00940445,0.017044577,Sideways
STK001,2021-05-12,140.2645,12.43649959,0.84483649,1053029.8,47.77460188,0.27570912,-0.012193359,0.017040051,Sideways
STK001,2021-05-13,140.628,11.49442776,1.194170598,1065104.1,57.95254833,0.252028361,-0.000966444,0.016124132,Downtrend
STK001,2021-05-14,140.8005,10.85506023,0.859488141,1056582.35,58.70048954,0.081338209,-0.015961971,0.016498625,Sideways
STK001,2021-05-17,140.8765,10.53083912,1.057158654,1057090.15,48.8153998,-0.098065442,-0.022541575,0.016580502,Sideways
STK001,2021-05-18,141.076,9.408112065,1.081124942,1069092.9,42.92790314,-0.155877897,-0.016539379,0.016311597,Uptrend
STK001,2021-05-19,141.26,8.458293968,1.29937679,1098537.4,36.41937462,-0.141751564,-0.011597017,0.016278759,Sideways
STK001,2021-05-20,141.0655,8.935798848,1.284382489,1111865.05,32.8539823,-0.271214946,-0.02699035,0.014216518,Sideways
STK001,2021-05-21,141.0475,9.024130225,0.911652074,1116572.9,39.08692933,-0.315432285,-0.023864694,0.013304492,Uptrend
STK001,2021-05-24,141.214,7.898742338,1.056946435,1123535.65,43.31770223,-0.250213516,-0.015575655,0.012690094,Uptrend
STK001,2021-05-25,141.374,7.787421977,1.086263396,1131139.1,49.87039917,0.010298955,0.006490618,0.012549811,Uptrend
STK001,2021-05-26,141.2035,8.071253995,1.083949733,1146069.75,41.20734908,-0.063356819,-0.019955347,0.013139333,Uptrend
STK001,2021-05-27,140.9875,7.39156703,1.082432848,1159023.4,46.1409396,-0.001032713,-0.00808764,0.012747495,Uptrend
STK001,2021-05-28,140.8795,6.84564833,1.02483255,1144159.6,45.40816327,0.145170697,0.003909868,0.013052092,Sideways
STK001,2021-05-31,140.98,7.282983773,0.945326068,1145616.35,55.65489495,0.346163759,0.016014813,0.012797624,Uptrend
STK001,2021-06-01,141.229,8.874307327,1.183060148,1173630.1,61.92012908,0.642286509,0.035716909,0.013503992,Uptrend
STK001,2021-06-02,141.393,9.749062897,0.865047215,1160584.05,57.60598504,0.747474908,0.02961538,0.013540509,Uptrend
STK001,2021-06-03,141.4425,9.909976897,1.28656739,1182311.95,58.01590624,0.640894067,0.014451042,0.013979229,Uptrend
STK001,2021-06-04,141.46,9.93800573,0.975680789,1197660.15,57.65391015,0.4599518,0.005946636,0.014090975,Uptrend
STK001,2021-06-07,141.7185,11.98206572,1.082768222,1194808.8,66.11185087,0.750741335,0.053186927,0.017408767,Sideways
STK001,2021-06-08,142.234,11.98206572,1.12113141,1205624.95,67.81536516,1.031154447,0.068763665,0.016816903,Downtrend
STK001,2021-06-09,142.71,16.39617927,1.017136259,1223359.2,70.14388489,1.065290245,0.060206044,0.016963257,Uptrend
STK001,2021-06-10,143.1295,17.84676518,0.681082463,1200650.5,70.19262161,1.044869518,0.062663495,0.016879637,Downtrend
STK001,2021-06-11,143.5625,18.23642567,1.074532621,1220835.9,64.67598475,0.838971327,0.048905649,0.016731886,Downtrend
STK001,2021-06-14,143.95,17.87816545,1.098936365,1232692.85,56.71395579,0.525062616,0.03470466,0.01697295,Downtrend
STK001,2021-06-15,143.95,17.58483306,1.039823535,1239336.25,65.15095043,0.304856345,0.036190868,0.016963182,Sideways
STK001,2021-06-16,144.9705,18.9093415,1.286561977,1248264.0,70.51403343,0.547984679,0.07980368,0.019317821,Downtrend
STK001,2021-06-17,145.4405,17.80745899,1.302338683,1258832.3,57.41560598,0.269807214,0.036005315,0.021218083,Downtrend
STK001,2021-06-18,145.8055,16.4758987,1.121489068,1279694.15,52.48893805,-0.049921979,0.022761287,0.021505523,Sideways
STK001,2021-06-21,146.006,15.52606176,1.045108254,1287602.5,45.41090088,-0.401794834,0.007423788,0.021812095,Sideways
STK001,2021-06-22,146.1285,15.22112258,1.082019929,1296297.75,48.78654164,-0.514498769,0.017641362,0.021373509,Uptrend
STK001,2021-06-23,146.2735,14.23434704,0.937636076,1294890.45,47.18591624,-0.784836569,-0.006138515,0.021146566,Sideways
STK001,2021-06-24,146.28,14.18942527,0.724673304,1278486.45,47.24893162,-1.002084241,-0.01525027,0.021110005,Uptrend
STK001,2021-06-25,146.4615,13.62547629,0.942361619,1280177.35,44.83240223,-0.770332333,0.019263963,0.022494822,Uptrend
STK001,2021-06-28,146.379,13.97637043,1.048461181,1293856.2,37.28767862,-0.817657523,-0.005963798,0.023036407,Uptrend
STK001,2021-06-29,146.461,14.08072307,1.248269495,1305940.75,47.65532016,-0.416527022,0.035501719,0.024667438,Downtrend
STK001,2021-06-30,146.364,14.25168887,1.16264327,1333247.3,42.74842357,-0.426391756,0.004164254,0.025549028,Downtrend
STK001,2021-07-01,146.602,14.16904023,1.032917483,1325655.75,49.92799835,-0.121203291,0.035348326,0.02630663,Downtrend
STK001,2021-07-02,146.9875,13.99858564,1.06827489,1338735.95,53.76655629,0.180660954,0.045565738,0.026265724,Downtrend
STK001,2021-07-05,146.8645,13.8252582,0.89955814,1334053.85,49.93197279,0.136821041,0.02023945,0.024659519,Downtrend
STK001,2021-07-06,146.0385,13.8252582,1.207213377,1347826.35,33.83776175,-0.659057952,-0.061446021,0.03015117,Uptrend
STK001,2021-07-07,145.236,19.26335337,1.089975685,1359712.9,37.27466563,-1.178530044,-0.065969472,0.03014304,Uptrend
STK001,2021-07-08,144.692,19.15556085,1.211816949,1403888.6,44.74968372,-1.090872139,-0.026816007,0.031857527,Uptrend
STK001,2021-07-09,144.1735,19.59622853,0.951589851,1405153.7,45.2982071,-1.072147593,-0.036333174,0.031819785,Uptrend
STK001,2021-07-12,144.007,19.46920959,1.03444249,1410368.4,48.52814598,-0.679075902,-0.001424247,0.032905224,Sideways
STK001,2021-07-13,144.037,19.55228607,0.981652822,1415405.7,54.94151551,-0.122758873,0.02714309,0.033585958,Uptrend
STK001,2021-07-14,143.566,17.46119137,1.054551626,1409422.7,52.81942634,0.01049248,0.002169034,0.032404638,Uptrend
STK001,2021-07-15,143.4355,17.13794669,0.654938467,1372393.05,49.22834093,0.147895778,0.00725973,0.031260482,Uptrend
STK001,2021-07-16,143.41,17.09071278,0.790186568,1354135.9,52.73132664,0.251005317,0.009019613,0.031141485,Uptrend
STK001,2021-07-19,143.5155,17.19459634,0.710901676,1334278.75,47.11018711,0.336853753,0.012096191,0.030942802,Uptrend
STK001,2021-07-20,143.832,18.54046431,1.111564341,1338541.5,57.45109901,0.748677869,0.051164303,0.032085756,Uptrend
STK001,2021-07-21,144.721,23.08263927,1.251096579,1363103.4,60.27113538,1.488302963,0.104754991,0.033423016,Sideways
STK001,2021-07-22,145.6425,25.95824947,0.723673703,1366213.8,58.33654216,1.837923701,0.098472754,0.033324364,Uptrend
STK001,2021-07-23,146.3675,29.00829609,0.85347696,1364105.95,63.34004024,2.03034695,0.103555887,0.032589196,Uptrend
STK001,2021-07-26,147.2295,30.91335389,0.765632204,1347876.95,81.49106912,1.985082697,0.095160401,0.03195335,Sideways
STK001,2021-07-27,147.668,32.13996915,0.743955708,1315294.7,78.48416854,1.692324272,0.07691063,0.031001326,Uptrend
STK001,2021-07-28,148.3965,33.34389179,0.756770358,1286468.2,76.05438402,1.494609089,0.084206005,0.03005145,Uptrend
STK001,2021-07-29,149.076,35.54626198,1.140451241,1291657.15,81.27782142,1.50190754,0.105371577,0.02969096,Uptrend
STK001,2021-07-30,149.838,38.47396955,0.983005342,1283220.9,80.41632429,1.616668047,0.124097605,0.029871224,Uptrend
STK001,2021-08-02,150.603,39.88458317,1.050485146,1291028.25,70.51893408,1.360228339,0.097884798,0.029754672,Uptrend
STK001,2021-08-03,152.1145,39.09570761,0.836327082,1262464.2,80.24445708,1.293094217,0.115379891,0.021900242,Uptrend
STK001,2021-08-04,153.665,36.92137307,0.872247495,1242552.15,79.75602672,1.146712293,0.11128,0.021710477,Uptrend
STK001,2021-08-05,155.2065,37.43064947,1.178231591,1229947.5,82.3410185,1.298420229,0.142620592,0.021139591,Uptrend
STK001,2021-08-06,156.942,37.07817199,0.924825132,1219481.35,83.16425121,1.437790864,0.153906191,0.020573075,Uptrend
STK001,2021-08-09,158.382,37.10955525,0.900330636,1200580.05,78.48518112,1.350161902,0.143776516,0.020004086,Uptrend
STK001,2021-08-10,159.792,37.10955525,1.053525872,1194003.9,75.44628876,1.408311663,0.163338775,0.019645257,Uptrend
STK001,2021-08-11,161.67,40.31895362,1.007241477,1179068.8,80.37106749,1.690697076,0.196092488,0.018711327,Sideways
STK001,2021-08-12,163.668,41.99586265,1.250145279,1209745.0,81.36804492,1.927132047,0.210456985,0.018686804,Sideways
STK001,2021-08-13,165.729,42.78320753,0.863015846,1208386.85,83.66683342,2.015871272,0.213793733,0.018556232,Sideways
STK001,2021-08-16,167.793,42.2920654,0.877996363,1214265.85,88.88307612,1.93642086,0.211330479,0.018567086,Sideways
STK001,2021-08-17,169.378,41.40830448,0.77446853,1185789.95,80.25666338,1.478164267,0.182181957,0.018775282,Uptrend
STK001,2021-08-18,170.33,41.07629666,1.070581159,1162762.85,69.74891357,0.753355054,0.148734475,0.017232162,Uptrend
STK001,2021-08-19,171.571,41.27907567,1.109043937,1178689.1,71.06235566,0.521253046,0.177432459,0.017857671,Uptrend
STK001,2021-08-20,172.9,41.91109789,1.140988925,1188267.45,78.61473881,0.462168871,0.190464045,0.017960104,Sideways
STK001,2021-08-23,174.2685,41.60794919,0.844638805,1186788.95,76.96558654,0.327225258,0.184537071,0.017810592,Sideways
STK001,2021-08-24,175.7725,39.79663858,0.846377349,1188143.8,77.25012432,0.177227816,0.181237045,0.017082734,Sideways
STK001,2021-08-25,177.435,38.76393223,1.267590931,1216571.5,76.83544304,0.293288289,0.204622514,0.017444983,Downtrend
STK001,2021-08-26,178.722,37.0200642,0.843576736,1193247.7,68.20400195,0.026267844,0.174269316,0.018370137,Downtrend
STK001,2021-08-27,179.942,36.11426917,0.984740247,1188705.35,71.13695704,-0.090398299,0.180348735,0.018127706,Downtrend
STK001,2021-08-30,181.1385,32.33706239,0.819607345,1168792.6,62.23429381,-0.479836743,0.15044215,0.018117143,Downtrend
STK001,2021-08-31,182.241,29.06198356,1.138566267,1183368.1,57.64238411,-0.697093904,0.151900852,0.017895856,Downtrend
STK001,2021-09-01,183.238,24.31868972,1.135096922,1197119.8,50.64015255,-1.006604372,0.132744684,0.018285356,Downtrend
STK001,2021-09-02,183.636,21.73455323,1.234667344,1198658.9,40.74694757,-1.642597608,0.087128602,0.019405005,Sideways
STK001,2021-09-03,183.7575,20.82075028,1.226757447,1216911.3,37.16475096,-2.222778465,0.064209296,0.019694504,Uptrend
STK001,2021-09-06,183.994,18.93711432,1.15928606,1234417.5,37.16475096,-2.441488458,0.068382781,0.019706821,Uptrend
STK001,2021-09-07,183.994,17.58411185,1.19911619,1246241.2,52.63412276,-2.261528806,0.087445808,0.019748941,Sideways
STK001,2021-09-08,184.2005,17.708838,0.83718155,1238712.2,45.7538036,-2.082944405,0.082599677,0.01831154,Uptrend
STK001,2021-09-09,183.9995,17.97635628,0.912538846,1218699.9,40.93919326,-1.909836221,0.078390412,0.017841592,Uptrend
STK001,2021-09-10,183.7965,17.91119274,1.203264945,1241233.7,43.50705442,-1.646602937,0.083392891,0.017840695,Uptrend
STK001,2021-09-13,183.689,17.70968644,0.873311299,1242167.6,46.59771366,-1.278853094,0.092989007,0.018112531,Uptrend
STK001,2021-09-14,183.7475,17.70505429,0.850893621,1249405.3,38.38352797,-1.045114282,0.084129177,0.017524229,Uptrend
STK001,2021-09-15,184.195,17.28448041,1.084016812,1255196.4,49.32623002,-0.670392932,0.096383752,0.016865437,Uptrend
STK001,2021-09-16,184.437,17.71857236,0.908274038,1246441.0,47.87234043,-0.360715458,0.096725872,0.015681945,Uptrend
STK001,2021-09-17,184.5585,18.10893016,0.859833864,1231599.55,55.48340548,-0.145508485,0.09334064,0.015309409,Uptrend
STK001,2021-09-20,184.6885,18.51503298,1.192586931,1256397.3,53.78277154,-0.022161659,0.088647862,0.015308713,Uptrend
STK001,2021-09-21,185.1445,21.14603051,0.962155716,1267072.45,67.60786802,0.468600881,0.122321428,0.017291047,Uptrend
STK001,2021-09-22,185.901,28.2732141,0.918828228,1247267.95,89.92400788,1.398345031,0.174707927,0.020281202,Sideways
STK001,2021-09-23,187.0815,36.39792539,1.185142615,1272332.95,98.78378378,2.165849825,0.191788263,0.019828871,Downtrend
STK001,2021-09-24,188.744,48.66430902,1.086521276,1283534.0,99.04721575,3.237048561,0.246514652,0.022655603,Downtrend
STK001,2021-09-27,190.368,55.38043979,1.087299718,1306673.75,89.47258703,3.397389667,0.210939621,0.022685318,Downtrend
STK001,2021-09-28,191.356,57.24732441,1.070326578,1309379.8,72.17084244,2.529694115,0.140132944,0.026475249,Downtrend
STK001,2021-09-29,192.258,57.87624052,1.136594537,1316238.95,72.17084244,1.546208757,0.113570978,0.026763124,Sideways
STK001,2021-09-30,193.5825,57.43701191,0.868099701,1298607.75,67.94025157,0.900026551,0.117897483,0.024983815,Downtrend
STK001,2021-10-01,195.311,56.54217824,1.129324292,1297213.75,69.15746483,0.69683131,0.138695473,0.02454342,Downtrend
STK001,2021-10-04,196.7365,54.40914362,1.170676908,1301864.75,69.15746483,0.168982108,0.108059399,0.025528406,Downtrend
STK001,2021-10-05,197.634,52.28105004,1.119952681,1299938.85,57.57863341,-0.667170888,0.067118045,0.02682563,Downtrend
STK001,2021-10-06,198.829,50.08228833,0.85741936,1303990.85,60.17563956,-0.844554319,0.093615029,0.027354527,Downtrend
STK001,2021-10-07,199.5905,47.20451803,1.084892808,1319987.55,53.90913284,-1.530824353,0.043452047,0.029455921,Downtrend
STK001,2021-10-08,200.2515,44.50954769,0.876917637,1302416.5,53.51109068,-1.973285339,0.037589594,0.029479018,Downtrend
STK001,2021-10-11,200.4045,43.68278278,1.15990282,1325021.35,45.12417407,-2.69727937,-0.006094429,0.03092199,Sideways
STK001,2021-10-12,200.584,42.66895117,0.963219064,1336219.4,37.63593993,-3.054578121,-0.007935041,0.030911052,Downtrend
STK001,2021-10-13,200.4995,43.13062553,1.029864627,1337034.95,32.77085844,-3.292278806,-0.020783963,0.030779541,Downtrend
STK001,2021-10-14,200.114,45.41282063,1.111781525,1355796.95,18.86597938,-3.617571826,-0.047593474,0.031291621,Uptrend
STK001,2021-10-15,199.733,47.43143457,0.967993841,1369113.05,21.0106383,-3.620833122,-0.045186744,0.031296526,Uptrend
STK001,2021-10-18,199.5075,48.42631538,0.845024582,1351288.5,30.03051517,-3.242796259,-0.029124683,0.031605622,Uptrend
STK001,2021-10-19,198.584,52.14145037,1.041405701,1361211.1,28.41854935,-3.296155539,-0.066153909,0.031357638,Uptrend
STK001,2021-10-20,197.2055,54.22368405,0.96870862,1370279.95,28.07646356,-3.063954753,-0.057848739,0.028385084,Uptrend
STK001,2021-10-21,195.9485,53.29311404,0.957315788,1359981.75,30.5422779,-2.30760045,-0.021088846,0.029527182,Uptrend
STK001,2021-10-22,194.387,46.78261143,1.060249725,1362480.9,39.11702646,-1.350280521,0.007567518,0.027232043,Uptrend
STK001,2021-10-25,193.554,41.61859787,1.226941627,1375847.85,52.51233046,-0.033308241,0.058225184,0.030033629,Sideways
STK001,2021-10-26,193.2375,40.25139291,0.821601336,1361713.95,46.78975383,0.728558268,0.050094636,0.027739421,Sideways
STK001,2021-10-27,193.2795,40.43324838,1.042282821,1357666.05,57.43243243,1.388075886,0.064619064,0.027691435,Sideways
STK001,2021-10-28,192.9885,39.32894426,1.113250721,1378003.15,53.19688769,1.424954358,0.037693685,0.028131089,Uptrend
STK001,2021-10-29,192.7175,37.61863116,1.020117771,1374881.45,64.84581498,1.71669568,0.063583094,0.028265267,Sideways
STK001,2021-11-01,192.3795,36.16483311,1.102781082,1374465.0,58.60747365,1.426557885,0.031269928,0.028589057,Uptrend
