ticker,date,open,high,low,close,volume,adjusted_close
STK001,2021-04-07,145.87,145.87,138.35,140.62,896209,140.62
STK001,2021-04-08,140.06,140.9,136.26,138.58,949644,138.58
STK001,2021-04-09,136.44,142.82,136.44,140.98,1252813,140.98
STK001,2021-04-12,143.29,144.97,139.59,141.78,993654,141.78
STK001,2021-04-13,142.11,142.11,136.02,137.38,1640991,137.38
STK001,2021-04-14,138.72,140.26,136.39,138.24,1527101,138.24
STK001,2021-04-15,135.96,136.3,134.15,134.97,1030430,134.97
STK001,2021-04-16,135.48,138.07,134.78,136.53,1078555,136.53
STK001,2021-04-19,137.12,138.96,135.05,137.37,1107356,137.37
STK001,2021-04-20,137.76,137.76,133.39,135.65,915768,135.65
STK001,2021-04-21,134.44,137.54,134.44,136.59,838524,136.59
STK001,2021-04-22,137.4,142.88,137.4,141.84,1161507,141.84
STK001,2021-04-23,143.0,143.0,136.59,138.62,923769,138.62
STK001,2021-04-26,139.98,139.98,134.87,136.07,1048262,136.07
STK001,2021-04-27,134.67,141.68,134.67,139.37,1076646,139.37
STK001,2021-04-28,140.09,143.26,140.09,142.21,943669,142.21
STK001,2021-04-29,145.58,146.65,142.68,144.7,995492,144.7
STK001,2021-04-30,143.34,145.76,142.15,144.15,1469848,144.15
STK001,2021-05-03,142.68,144.71,140.0,141.75,1053846,141.75
STK001,2021-05-04,142.35,144.95,138.27,141.68,828200,141.68
STK001,2021-05-05,143.15,144.25,141.14,142.62,1264881,142.62
STK001,2021-05-06,145.21,145.82,139.91,142.82,1086566,142.82
STK001,2021-05-07,147.67,147.67,141.16,142.22,861570,142.22
STK001,2021-05-10,140.69,146.06,140.69,144.15,1350728,144.15
STK001,2021-05-11,145.02,145.02,139.28,141.23,1135341,141.23
STK001,2021-05-12,142.49,142.49,139.95,140.75,889638,140.75
STK001,2021-05-13,140.62,144.38,139.33,142.24,1271916,142.24
STK001,2021-05-14,139.54,142.62,138.2,139.98,908120,139.98
STK001,2021-05-17,141.48,141.48,138.09,138.89,1117512,138.89
STK001,2021-05-18,136.73,140.65,136.73,139.64,1155823,139.64
STK001,2021-05-19,140.31,142.55,139.14,140.27,1427414,140.27
STK001,2021-05-20,140.54,140.54,136.82,137.95,1428060,137.95
STK001,2021-05-21,135.98,140.8,135.36,138.26,1017926,138.26
STK001,2021-05-24,139.23,140.39,137.7,139.4,1187517,139.4
STK001,2021-05-25,141.24,144.84,141.17,142.57,1228715,142.57
STK001,2021-05-26,140.9,140.9,137.3,138.8,1242282,138.8
STK001,2021-05-27,139.69,141.78,138.29,140.38,1254565,140.38
STK001,2021-05-28,147.15,147.15,139.7,141.99,1172572,141.99
STK001,2021-05-31,144.0,145.83,142.39,143.76,1082981,143.76
STK001,2021-06-01,144.93,148.48,144.75,146.66,1388475,146.66
STK001,2021-06-02,148.06,148.06,144.17,145.9,1003960,145.9
STK001,2021-06-03,145.47,145.53,141.45,143.81,1521124,143.81
STK001,2021-06-04,143.95,144.44,140.78,142.57,1168534,142.57
STK001,2021-06-07,139.24,150.35,139.24,149.32,1293701,149.32
STK001,2021-06-08,146.31,154.6,146.31,151.54,1351664,151.54
STK001,2021-06-09,153.6,153.6,148.98,150.27,1244323,150.27
STK001,2021-06-10,148.25,152.12,148.25,150.63,817742,150.63
STK001,2021-06-11,151.91,151.98,145.26,148.64,1311828,148.64
STK001,2021-06-14,149.05,149.05,145.11,146.64,1354651,146.64
STK001,2021-06-15,145.44,147.74,145.44,146.93,1288691,146.93
STK001,2021-06-16,148.1,154.57,148.1,153.39,1605969,153.39
STK001,2021-06-17,153.75,153.75,144.7,147.35,1639426,147.35
STK001,2021-06-18,148.92,148.92,143.31,145.56,1435163,145.56
STK001,2021-06-21,145.35,145.35,141.23,143.41,1345684,143.41
STK001,2021-06-22,144.97,146.12,143.49,145.02,1402620,145.02
STK001,2021-06-23,144.41,144.41,140.04,141.7,1214136,141.7
STK001,2021-06-24,140.54,141.63,138.81,140.51,926485,140.51
STK001,2021-06-25,141.22,146.54,141.22,145.62,1206390,145.62
STK001,2021-06-28,147.29,147.29,141.08,142.11,1356558,142.11
STK001,2021-06-29,143.95,149.62,143.95,148.3,1630166,148.3
STK001,2021-06-30,147.4,147.4,140.56,143.96,1550091,143.96
STK001,2021-07-01,142.68,149.56,142.68,148.57,1369293,148.57
STK001,2021-07-02,150.01,153.75,147.9,150.28,1430138,150.28
STK001,2021-07-05,150.17,150.17,144.5,146.86,1200059,146.86
STK001,2021-07-06,144.98,144.98,133.65,135.02,1627114,135.02
STK001,2021-07-07,132.91,136.83,131.48,134.22,1482054,134.22
STK001,2021-07-08,131.82,142.14,131.82,139.75,1701256,139.75
STK001,2021-07-09,139.98,139.98,137.62,138.27,1337130,138.27
STK001,2021-07-12,135.79,144.29,135.79,143.31,1458945,143.31
STK001,2021-07-13,143.32,149.37,143.32,147.53,1389437,147.53
STK001,2021-07-14,148.38,148.38,143.14,143.97,1486309,143.97
STK001,2021-07-15,142.89,146.1,142.89,144.74,898833,144.74
STK001,2021-07-16,144.05,147.66,142.26,145.05,1070020,145.05
STK001,2021-07-19,146.25,146.31,144.61,145.52,948541,145.52
STK001,2021-07-20,143.27,152.63,143.27,151.35,1487875,151.35
STK001,2021-07-21,147.66,162.39,147.66,159.48,1705374,159.48
STK001,2021-07-22,160.66,162.36,155.39,158.94,988693,158.94
STK001,2021-07-23,157.71,162.13,157.71,160.12,1164233,160.12
STK001,2021-07-26,159.14,162.2,157.42,159.35,1031978,159.35
STK001,2021-07-27,161.05,161.05,155.82,157.07,978521,157.07
STK001,2021-07-28,155.71,160.53,155.71,158.53,973561,158.53
STK001,2021-07-29,159.14,164.93,159.14,162.16,1473072,162.16
STK001,2021-07-30,163.44,167.24,163.44,165.52,1261413,165.52
STK001,2021-08-02,164.36,164.36,161.13,162.16,1356206,162.16
STK001,2021-08-03,163.4,168.6,161.44,165.25,1055833,165.25
STK001,2021-08-04,165.5,167.53,162.58,165.23,1083813,165.23
STK001,2021-08-05,164.01,173.75,164.01,170.58,1449163,170.58
STK001,2021-08-06,170.15,175.37,170.15,172.98,1127807,172.98
STK001,2021-08-09,175.35,175.35,168.37,172.11,1080919,172.11
STK001,2021-08-10,173.86,178.63,172.61,175.73,1257914,175.73
STK001,2021-08-11,175.77,183.07,175.77,181.53,1187607,181.53
STK001,2021-08-12,180.83,186.29,180.83,184.7,1512357,184.7
STK001,2021-08-13,184.4,188.57,184.4,186.27,1042857,186.27
STK001,2021-08-16,187.66,188.4,185.44,186.8,1066121,186.8
STK001,2021-08-17,191.68,191.68,180.35,183.05,918357,183.05
STK001,2021-08-18,180.27,180.27,176.99,178.52,1244832,178.52
STK001,2021-08-19,180.29,186.15,180.29,183.76,1307218,183.76
STK001,2021-08-20,185.2,189.28,184.83,186.7,1355800,186.7
STK001,2021-08-23,184.61,188.16,184.61,186.72,1002408,186.72
STK001,2021-08-24,185.14,189.42,184.55,187.15,1005618,187.15
STK001,2021-08-25,186.8,193.76,186.8,191.78,1542115,191.78
STK001,2021-08-26,191.01,191.44,185.04,187.9,1006596,187.9
STK001,2021-08-27,186.58,192.56,186.58,189.92,1170566,189.92
STK001,2021-08-30,190.5,190.5,185.11,186.09,957951,186.09
STK001,2021-08-31,184.91,190.16,184.91,187.3,1347343,187.3
STK001,2021-09-01,187.85,187.85,184.02,185.17,1358847,185.17
STK001,2021-09-02,181.91,181.91,177.2,178.54,1479945,178.54
STK001,2021-09-03,178.07,178.07,174.07,175.41,1492855,175.41
STK001,2021-09-06,178.64,178.64,175.04,176.84,1431043,176.84
STK001,2021-09-07,176.49,182.89,176.49,180.7,1494388,180.7
STK001,2021-09-08,178.44,183.79,177.17,180.69,1037027,180.69
STK001,2021-09-09,180.04,183.28,176.86,180.68,1112111,180.68
STK001,2021-09-10,178.81,186.52,178.81,182.21,1493533,182.21
STK001,2021-09-13,185.7,186.42,183.77,184.65,1084799,184.65
STK001,2021-09-14,185.57,186.32,182.5,184.22,1063111,184.22
STK001,2021-09-15,183.29,188.51,183.29,187.47,1360654,187.47
STK001,2021-09-16,187.5,191.33,186.84,188.6,1132110,188.6
STK001,2021-09-17,186.77,192.45,186.38,189.13,1058971,189.13
STK001,2021-09-20,190.31,193.47,185.62,189.32,1498363,189.32
STK001,2021-09-21,191.59,198.69,191.59,196.27,1219121,196.27
STK001,2021-09-22,194.39,210.85,194.39,206.91,1146025,206.91
STK001,2021-09-23,207.39,213.33,207.39,211.51,1507896,211.51
STK001,2021-09-24,209.37,226.94,209.37,223.17,1394587,223.17
STK001,2021-09-27,221.5,223.01,215.29,218.57,1420746,218.57
STK001,2021-09-28,217.14,217.14,203.87,207.06,1401464,207.06
STK001,2021-09-29,207.45,207.45,201.01,203.21,1496030,203.21
STK001,2021-09-30,207.97,207.97,201.65,205.03,1127321,205.03
STK001,2021-10-01,203.55,213.4,203.55,209.98,1464975,209.98
STK001,2021-10-04,211.27,211.27,203.15,205.35,1524063,205.35
STK001,2021-10-05,210.05,210.05,195.46,198.65,1455870,198.65
STK001,2021-10-06,197.49,206.47,197.49,204.59,1118067,204.59
STK001,2021-10-07,208.05,208.05,194.22,195.91,1432045,195.91
STK001,2021-10-08,198.94,198.94,192.33,195.43,1142112,195.43
STK001,2021-10-11,193.96,193.96,185.56,187.71,1536896,187.71
STK001,2021-10-12,187.82,189.68,183.78,187.81,1287072,187.81
STK001,2021-10-13,189.28,189.28,183.89,185.78,1376965,185.78
STK001,2021-10-14,185.45,185.45,178.95,180.89,1507350,180.89
STK001,2021-10-15,182.06,182.7,179.64,181.51,1325293,181.51
STK001,2021-10-18,178.96,186.79,178.96,184.81,1141872,184.81
STK001,2021-10-19,187.76,187.76,176.15,177.8,1417573,177.8
STK001,2021-10-20,176.13,181.2,176.13,179.34,1327402,179.34
STK001,2021-10-21,179.6,190.14,179.6,186.37,1301932,186.37
STK001,2021-10-22,186.53,193.92,186.53,191.94,1444570,191.94
STK001,2021-10-25,196.15,203.86,196.15,201.91,1688085,201.91
STK001,2021-10-26,204.36,204.36,197.46,200.73,1118786,200.73
STK001,2021-10-27,204.16,208.21,201.22,204.05,1415072,204.05
STK001,2021-10-28,205.8,205.8,196.95,199.21,1534063,199.21
STK001,2021-10-29,194.83,207.67,194.83,204.56,1402541,204.56
STK001,2021-11-01,199.34,200.85,195.9,198.59,1515734,198.59
STK001,2021-11-02,200.37,200.37,194.53,197.33,1082080,197.33
STK001,2021-11-03,197.51,206.98,197.51,204.82,1035561,204.82
STK001,2021-11-04,201.29,215.38,201.29,213.24,1405325,213.24
STK001,2021-11-05,213.09,213.09,201.4,204.25,1170415,204.25
STK001,2021-11-08,204.16,207.91,203.72,206.29,1468857,206.29
STK001,2021-11-09,206.06,206.06,193.11,195.71,1160985,195.71
STK001,2021-11-10,197.35,197.35,186.54,189.41,1390951,189.41
STK001,2021-11-11,187.18,195.73,187.18,191.22,1125720,191.22
STK001,2021-11-12,188.69,191.12,186.62,188.84,1206758,188.84
STK001,2021-11-15,191.09,192.72,185.73,188.62,1137877,188.62
STK001,2021-11-16,189.81,189.81,181.48,184.04,1488511,184.04
STK001,2021-11-17,182.22,182.48,180.33,181.68,1165620,181.68
STK001,2021-11-18,179.33,185.33,178.05,181.27,914603,181.27
STK001,2021-11-19,178.55,182.11,176.91,178.83,1041652,178.83
STK001,2021-11-22,178.91,191.39,178.91,187.68,1106435,187.68
STK001,2021-11-23,188.19,188.19,183.17,184.48,1442433,184.48
STK001,2021-11-24,183.97,186.43,182.47,184.03,995614,184.03
STK001,2021-11-25,185.77,188.68,185.45,186.93,1131298,186.93
STK001,2021-11-26,185.59,186.98,182.72,184.53,1533203,184.53
STK001,2021-11-29,179.22,184.72,179.22,183.33,1320234,183.33
STK001,2021-11-30,186.46,186.46,174.22,176.46,1450585,176.46
STK001,2021-12-01,175.91,188.4,175.91,183.79,1452540,183.79
STK001,2021-12-02,184.5,189.19,184.17,186.51,1277449,186.51
STK001,2021-12-03,189.12,203.27,189.12,200.94,1563255,200.94
STK001,2021-12-06,198.54,204.13,198.13,200.38,1504192,200.38
STK001,2021-12-07,200.89,200.89,189.63,192.41,1050231,192.41
STK001,2021-12-08,188.99,192.83,184.63,188.85,1192639,188.85
STK001,2021-12-09,186.3,188.2,182.19,185.87,1108463,185.87
STK001,2021-12-10,187.92,196.81,187.92,193.79,1704093,193.79
STK001,2021-12-13,197.37,197.37,191.89,193.83,1458940,193.83
STK001,2021-12-14,191.74,196.64,191.63,194.28,1419398,194.28
STK001,2021-12-15,195.59,203.29,195.59,201.75,1334979,201.75
STK001,2021-12-16,201.27,201.27,194.44,196.6,1493265,196.6
STK001,2021-12-17,193.2,195.33,189.06,192.38,1193217,192.38
STK001,2021-12-20,196.97,199.55,192.78,196.91,1423026,196.91
STK001,2021-12-21,198.29,198.29,185.58,190.1,1093584,190.1
STK001,2021-12-22,188.95,188.95,184.36,187.09,1115904,187.09
STK001,2021-12-23,185.07,188.09,180.05,184.39,1456433,184.39
STK001,2021-12-24,182.48,187.15,182.48,184.69,1370701,184.69
STK001,2021-12-27,184.57,187.31,184.27,186.01,1110703,186.01
STK001,2021-12-28,183.9,188.13,181.58,184.97,941477,184.97
STK001,2021-12-29,186.72,186.72,179.45,182.38,1458774,182.38
STK001,2021-12-30,180.15,186.82,180.15,184.74,1530883,184.74
STK001,2021-12-31,186.47,189.34,182.69,185.27,1242545,185.27
STK001,2022-01-03,186.53,186.53,174.31,175.16,1589332,175.16
STK001,2022-01-04,176.41,176.41,169.98,171.34,1316700,171.34
STK001,2022-01-05,167.47,169.3,164.66,167.04,1491961,167.04
STK001,2022-01-06,167.14,167.14,156.84,158.15,1501012,158.15
STK001,2022-01-07,156.36,162.35,156.36,159.44,1134032,159.44
STK001,2022-01-10,156.13,163.67,156.13,162.7,1149853,162.7
STK001,2022-01-11,160.24,164.17,159.14,162.3,1383150,162.3
STK001,2022-01-12,162.4,162.4,157.01,158.81,1196705,158.81
STK001,2022-01-13,158.05,158.05,152.62,154.33,1418122,154.33
STK001,2022-01-14,153.21,160.23,153.21,159.33,984416,159.33
STK001,2022-01-17,157.08,164.58,157.08,163.61,1526301,163.61
STK001,2022-01-18,166.55,168.23,164.84,166.37,1499460,166.37
STK001,2022-01-19,164.72,164.72,151.78,152.96,1357863,152.96
STK001,2022-01-20,152.57,158.48,152.57,155.78,1043990,155.78
STK001,2022-01-21,154.61,160.64,153.98,157.62,974077,157.62
STK001,2022-01-24,157.31,159.43,156.61,158.01,1062059,158.01
STK001,2022-01-25,158.51,165.33,158.51,163.96,1121179,163.96
STK001,2022-01-26,163.12,168.34,162.63,165.71,1352740,165.71
STK001,2022-01-27,164.81,164.81,160.96,163.04,1354698,163.04
STK001,2022-01-28,162.18,167.89,162.18,165.08,1553507,165.08
STK001,2022-01-31,169.36,169.36,163.66,166.58,909368,166.58
STK001,2022-02-01,165.9,175.35,165.9,171.25,1053263,171.25
STK001,2022-02-02,170.37,180.81,170.37,177.88,1078411,177.88
STK001,2022-02-03,175.64,175.64,164.85,166.05,1787339,166.05
STK001,2022-02-04,165.32,165.32,154.0,155.9,1731913,155.9
STK001,2022-02-07,159.17,159.17,153.77,155.95,905488,155.95
STK001,2022-02-08,155.52,159.32,154.69,157.56,1429741,157.56
STK001,2022-02-09,153.2,163.66,153.2,161.76,1172870,161.76
STK001,2022-02-10,163.32,165.3,161.24,162.95,936491,162.95
STK001,2022-02-11,165.28,165.28,153.8,155.07,1201823,155.07
STK001,2022-02-14,154.26,159.0,154.26,156.73,943016,156.73
STK001,2022-02-15,161.18,161.18,158.49,159.9,1037762,159.9
STK001,2022-02-16,160.4,163.07,158.57,160.8,1173711,160.8
STK001,2022-02-17,159.09,160.5,155.34,158.35,1319627,158.35
STK001,2022-02-18,156.66,165.85,156.66,162.58,1563004,162.58
STK001,2022-02-21,161.61,164.04,161.24,162.91,972375,162.91
STK001,2022-02-22,163.59,167.26,163.59,165.39,1459620,165.39
STK001,2022-02-23,164.34,173.16,164.34,170.92,1417056,170.92
STK001,2022-02-24,168.83,173.3,165.8,169.37,1488732,169.37
STK001,2022-02-25,170.17,170.17,164.21,166.87,1563483,166.87
STK001,2022-02-28,164.95,173.24,164.95,170.93,1245503,170.93
STK001,2022-03-01,173.83,178.46,173.38,175.71,1090020,175.71
STK001,2022-03-02,179.83,180.2,176.32,178.02,1529611,178.02
STK001,2022-03-03,175.25,175.64,170.22,173.49,1321708,173.49
STK001,2022-03-04,176.73,176.73,161.72,163.41,1430682,163.41
STK001,2022-03-07,163.29,169.64,163.29,166.83,959998,166.83
STK001,2022-03-08,164.49,169.96,164.49,168.3,929538,168.3
STK001,2022-03-09,168.57,183.61,168.57,181.63,1659450,181.63
STK001,2022-03-10,183.27,183.83,180.12,182.22,1178215,182.22
STK001,2022-03-11,182.73,186.79,182.55,185.01,1386935,185.01
STK001,2022-03-14,186.1,186.1,178.41,180.2,1558389,180.2
STK001,2022-03-15,183.23,192.18,183.23,191.17,1248229,191.17
STK001,2022-03-16,189.95,203.65,189.95,201.01,1578938,201.01
STK001,2022-03-17,200.7,200.7,191.75,194.49,1203598,194.49
STK001,2022-03-18,197.15,197.87,191.75,194.78,883131,194.78
STK001,2022-03-21,198.51,198.51,182.05,184.01,1558612,184.01
STK001,2022-03-22,183.03,187.2,179.56,183.01,1428429,183.01
STK001,2022-03-23,179.22,179.22,175.27,176.93,1390673,176.93
STK001,2022-03-24,177.1,182.63,177.1,181.62,1580416,181.62
STK001,2022-03-25,178.68,178.68,172.09,173.95,1469043,173.95
STK001,2022-03-28,177.58,177.58,168.9,172.0,1405479,172.0
STK001,2022-03-29,168.76,172.09,168.76,170.49,1076018,170.49
STK001,2022-03-30,169.91,170.37,167.31,169.08,960998,169.08
STK001,2022-03-31,168.97,168.97,151.78,154.21,1607898,154.21
STK001,2022-04-01,155.55,155.95,150.07,153.01,1086771,153.01
STK001,2022-04-04,155.16,163.14,155.16,162.15,1259250,162.15
STK001,2022-04-05,159.91,163.54,158.81,160.69,1503646,160.69
STK001,2022-04-06,160.81,176.68,160.81,174.08,1687381,174.08
STK001,2022-04-07,174.03,177.46,171.24,174.11,1455621,174.11
STK001,2022-04-08,173.79,177.66,173.64,175.18,1291812,175.18
STK001,2022-04-11,173.98,173.98,170.83,171.86,1182736,171.86
STK001,2022-04-12,170.69,173.69,170.08,171.62,1290994,171.62
STK001,2022-04-13,171.85,171.85,165.07,167.59,997795,167.59
STK001,2022-04-14,170.75,170.75,164.56,166.16,1465870,166.16
STK001,2022-04-15,168.42,168.42,149.8,151.79,1275297,151.79
STK001,2022-04-18,147.86,160.23,147.86,157.89,1338133,157.89
STK001,2022-04-19,157.16,158.24,153.14,156.09,1329593,156.09
STK001,2022-04-20,154.57,154.57,147.92,148.9,1118645,148.9
STK001,2022-04-21,152.16,152.16,142.04,143.48,1440990,143.48
STK001,2022-04-22,145.76,150.61,144.8,147.8,1332121,147.8
STK001,2022-04-25,145.71,152.59,145.71,151.22,1270574,151.22
STK001,2022-04-26,152.15,152.15,146.18,148.6,1237639,148.6
STK001,2022-04-27,149.92,149.92,141.5,142.65,1298044,142.65
STK001,2022-04-28,141.98,143.2,139.67,141.5,1472529,141.5
STK001,2022-04-29,142.28,146.88,142.07,144.72,1062328,144.72
STK001,2022-05-02,146.82,146.82,140.13,142.98,1554456,142.98
STK001,2022-05-03,144.08,144.08,135.84,137.91,1301792,137.91
STK001,2022-05-04,137.38,142.61,137.38,140.53,1028879,140.53
STK001,2022-05-05,138.33,144.6,138.33,141.98,1403459,141.98
STK001,2022-05-06,141.65,147.43,141.65,146.2,967770,146.2
STK001,2022-05-09,148.12,148.12,142.48,143.67,1396334,143.67
STK001,2022-05-10,141.14,142.04,139.46,140.34,1226115,140.34
STK001,2022-05-11,141.4,141.4,130.48,133.2,1606560,133.2
STK001,2022-05-12,136.12,136.12,126.58,127.62,1146983,127.62
STK001,2022-05-13,130.32,130.32,117.73,118.94,1794900,118.94
STK001,2022-05-16,118.8,121.16,117.86,119.72,1263606,119.72
STK001,2022-05-17,120.32,120.32,115.82,117.57,1530304,117.57
STK001,2022-05-18,119.19,119.19,116.28,117.39,1367566,117.39
STK001,2022-05-19,117.61,119.28,116.45,117.79,1020501,117.79
STK001,2022-05-20,117.7,118.07,114.61,116.36,1344692,116.36
STK001,2022-05-23,113.87,119.77,113.87,117.49,1287514,117.49
STK001,2022-05-24,118.58,118.58,109.75,112.31,1165701,112.31
STK001,2022-05-25,112.05,114.14,110.99,112.9,1215509,112.9
STK001,2022-05-26,113.39,113.95,111.03,112.93,932229,112.93
STK001,2022-05-27,111.83,112.23,110.03,110.92,1427499,110.92
STK001,2022-05-30,109.56,112.45,109.56,111.59,1063147,111.59
STK001,2022-05-31,109.21,115.47,109.21,113.04,1299891,113.04
STK001,2022-06-01,113.7,117.59,113.7,116.78,1051306,116.78
STK001,2022-06-02,118.22,118.52,115.99,117.72,1521637,117.72
STK001,2022-06-03,119.21,124.98,119.21,124.06,1564543,124.06
STK001,2022-06-06,122.07,122.07,114.57,116.6,1571034,116.6
STK001,2022-06-07,116.63,116.63,113.21,114.19,1129163,114.19
STK001,2022-06-08,113.16,118.09,113.16,116.08,1436027,116.08
STK001,2022-06-09,114.98,118.4,114.98,116.75,956616,116.75
STK001,2022-06-10,114.7,115.13,113.43,114.4,1380189,114.4
STK001,2022-06-13,112.46,112.46,110.15,110.93,1513618,110.93
STK001,2022-06-14,112.39,112.39,106.83,107.38,1110630,107.38
STK001,2022-06-15,110.91,110.91,103.12,104.03,1554161,104.03
STK001,2022-06-16,104.27,107.04,104.27,105.67,1256784,105.67
STK001,2022-06-17,106.59,106.59,101.96,102.69,1473263,102.69
STK001,2022-06-20,102.85,102.85,99.44,100.74,1561590,100.74
STK001,2022-06-21,100.62,110.17,100.62,109.09,1588953,109.09
STK001,2022-06-22,108.13,114.73,108.13,113.13,1644031,113.13
STK001,2022-06-23,115.63,115.63,111.94,112.97,947075,112.97
STK001,2022-06-24,115.53,115.53,109.69,110.63,1086976,110.63
STK001,2022-06-27,109.85,115.3,109.85,113.14,1415285,113.14
STK001,2022-06-28,114.52,117.47,114.37,115.43,1381177,115.43
STK001,2022-06-29,113.17,118.33,113.17,117.73,943485,117.73
STK001,2022-06-30,117.37,117.37,113.84,114.92,1489067,114.92
STK001,2022-07-01,115.81,115.81,113.21,114.77,1106243,114.77
STK001,2022-07-04,112.86,116.94,112.86,115.42,1176481,115.42
STK001,2022-07-05,116.31,118.12,115.65,116.72,1275730,116.72
STK001,2022-07-06,118.3,121.04,116.94,118.61,1076863,118.61
STK001,2022-07-07,119.29,122.94,119.29,121.43,1463164,121.43
STK001,2022-07-08,118.91,122.07,118.91,121.29,1257171,121.29
STK001,2022-07-11,121.61,124.95,121.07,122.82,1199886,122.82
STK001,2022-07-12,120.86,124.64,120.86,123.84,1308918,123.84
STK001,2022-07-13,125.47,125.47,118.35,120.26,1313268,120.26
STK001,2022-07-14,121.28,121.9,118.33,120.22,1446156,120.22
STK001,2022-07-15,120.27,122.26,117.29,120.41,868037,120.41
